bin1kb	chr	gene
chr6_58640000_58641000	chr6	Abcg2_ENSMUST00000114294_58640563_tss;Abcg2_ENSMUST00000124542_58640545_tss;Abcg2_ENSMUST00000143752_58640559_tss;Abcg2_ENSMUST00000145161_58640559_tss
chr6_58641000_58642000	chr6	Abcg2_ENSMUST00000114294_58640563_down1kb;Abcg2_ENSMUST00000124542_58640545_down1kb;Abcg2_ENSMUST00000143752_58640559_down1kb;Abcg2_ENSMUST00000145161_58640559_down1kb
chr6_58661000_58662000	chr6	Abcg2_ENSMUST00000143447_58662835_up1kb
chr6_58662000_58663000	chr6	Abcg2_ENSMUST00000143447_58662835_tss
chr6_58663000_58664000	chr6	Abcg2_ENSMUST00000143447_58662835_down1kb
chr6_58673000_58674000	chr6	Abcg2_ENSMUST00000145685_58674567_up1kb
chr6_58674000_58675000	chr6	Abcg2_ENSMUST00000145685_58674567_tss
chr6_58675000_58676000	chr6	Abcg2_ENSMUST00000145685_58674567_down1kb
chr6_58676000_58677000	chr6	Abcg2_ENSMUST00000134426_58677620_up1kb
chr6_58677000_58678000	chr6	Abcg2_ENSMUST00000134426_58677620_tss
chr6_58678000_58679000	chr6	Abcg2_ENSMUST00000134426_58677620_down1kb
chr6_58830000_58831000	chr6	Herc3_ENSMUST00000031823_58831860_up1kb;Herc3_ENSMUST00000122981_58831502_up1kb;Herc3_ENSMUST00000126292_58831747_up1kb;Herc3_ENSMUST00000141600_58831464_up1kb
chr6_58831000_58832000	chr6	Herc3_ENSMUST00000031823_58831860_tss;Herc3_ENSMUST00000122981_58831502_tss;Herc3_ENSMUST00000126292_58831747_tss;Herc3_ENSMUST00000141600_58831464_tss
chr6_58832000_58833000	chr6	Herc3_ENSMUST00000041401_58833699_up1kb;Herc3_ENSMUST00000031823_58831860_down1kb;Herc3_ENSMUST00000122981_58831502_down1kb;Herc3_ENSMUST00000126292_58831747_down1kb;Herc3_ENSMUST00000141600_58831464_down1kb
chr6_58833000_58834000	chr6	Herc3_ENSMUST00000041401_58833699_tss
chr6_58834000_58835000	chr6	Herc3_ENSMUST00000041401_58833699_down1kb
chr6_58861000_58862000	chr6	Herc3_ENSMUST00000154290_58862828_up1kb
chr6_58862000_58863000	chr6	Herc3_ENSMUST00000154290_58862828_tss
chr6_58863000_58864000	chr6	Herc3_ENSMUST00000154290_58862828_down1kb
chr6_58870000_58871000	chr6	Herc3_ENSMUST00000122908_58871773_up1kb
chr6_58871000_58872000	chr6	Herc3_ENSMUST00000122908_58871773_tss
chr6_58872000_58873000	chr6	Herc3_ENSMUST00000122908_58871773_down1kb
chr6_58906000_58907000	chr6	Nap1l5_ENSMUST00000059539_58907125_up1kb;Herc3_ENSMUST00000131132_58907261_up1kb
chr6_58907000_58908000	chr6	Nap1l5_ENSMUST00000059539_58907125_tss;Herc3_ENSMUST00000131132_58907261_tss
chr6_58908000_58909000	chr6	Nap1l5_ENSMUST00000059539_58907125_down1kb;Herc3_ENSMUST00000131132_58907261_down1kb
chr6_58964000_58965000	chr6	BB365896_ENSMUST00000173978_58965654_up1kb
chr6_58965000_58966000	chr6	BB365896_ENSMUST00000173978_58965654_tss
chr6_58966000_58967000	chr6	BB365896_ENSMUST00000173978_58965654_down1kb
chr6_59023000_59024000	chr6	Fam13a_ENSMUST00000089860_59024548_up1kb;Fam13a_ENSMUST00000173193_59024339_up1kb;Fam13a_ENSMUST00000173712_59024421_up1kb;Fam13a_ENSMUST00000174307_59024503_up1kb
chr6_59024000_59025000	chr6	Fam13a_ENSMUST00000089860_59024548_tss;Fam13a_ENSMUST00000173193_59024339_tss;Fam13a_ENSMUST00000173712_59024421_tss;Fam13a_ENSMUST00000174307_59024503_tss
chr6_59025000_59026000	chr6	Fam13a_ENSMUST00000089860_59024548_down1kb;Fam13a_ENSMUST00000173193_59024339_down1kb;Fam13a_ENSMUST00000173712_59024421_down1kb;Fam13a_ENSMUST00000174307_59024503_down1kb
chr6_59098000_59099000	chr6	Gm22367_ENSMUST00000178930_59099252_up1kb
chr6_59099000_59100000	chr6	Gm22367_ENSMUST00000178930_59099252_tss
chr6_59100000_59101000	chr6	Gm22367_ENSMUST00000178930_59099252_down1kb
chr6_59207000_59208000	chr6	Tigd2_ENSMUST00000062626_59208869_up1kb
chr6_59208000_59209000	chr6	Tigd2_ENSMUST00000062626_59208869_tss
chr6_59209000_59210000	chr6	Tigd2_ENSMUST00000062626_59208869_down1kb
chr6_59425000_59426000	chr6	Gprin3_ENSMUST00000051065_59426289_up1kb
chr6_59426000_59427000	chr6	Gprin3_ENSMUST00000051065_59426289_tss
chr6_59427000_59428000	chr6	Gprin3_ENSMUST00000051065_59426289_down1kb
chr6_59704000_59705000	chr6	Gm22622_ENSMUST00000082870_59705873_up1kb
chr6_59705000_59706000	chr6	Gm22622_ENSMUST00000082870_59705873_tss
chr6_59706000_59707000	chr6	Gm22622_ENSMUST00000082870_59705873_down1kb
chr6_5976000_5977000	chr6	1700019G24Rik_ENSMUST00000130004_5977392_up1kb
chr6_5977000_5978000	chr6	1700019G24Rik_ENSMUST00000130004_5977392_tss
chr6_5978000_5979000	chr6	1700019G24Rik_ENSMUST00000130004_5977392_down1kb
chr6_60030000_60031000	chr6	Gm5570_ENSMUST00000101355_60031966_up1kb
chr6_60031000_60032000	chr6	Gm5570_ENSMUST00000101355_60031966_tss
chr6_60032000_60033000	chr6	Gm5570_ENSMUST00000101355_60031966_down1kb
chr6_60070000_60071000	chr6	Gm22723_ENSMUST00000083820_60071185_up1kb
chr6_60071000_60072000	chr6	Gm22723_ENSMUST00000083820_60071185_tss
chr6_60072000_60073000	chr6	Gm22723_ENSMUST00000083820_60071185_down1kb
chr6_60081000_60082000	chr6	Gm5570_ENSMUST00000082153_60082483_up1kb
chr6_60082000_60083000	chr6	Gm5570_ENSMUST00000082153_60082483_tss
chr6_60083000_60084000	chr6	Gm5570_ENSMUST00000082153_60082483_down1kb
chr6_60249000_60250000	chr6	n-R5s162_ENSMUST00000082581_60250791_up1kb
chr6_60250000_60251000	chr6	n-R5s162_ENSMUST00000082581_60250791_tss
chr6_60251000_60252000	chr6	n-R5s162_ENSMUST00000082581_60250791_down1kb
chr6_60402000_60403000	chr6	A530053G22Rik_ENSMUST00000060147_60403697_up1kb
chr6_60403000_60404000	chr6	A530053G22Rik_ENSMUST00000060147_60403697_tss
chr6_60404000_60405000	chr6	A530053G22Rik_ENSMUST00000060147_60403697_down1kb
chr6_60827000_60828000	chr6	Snca_ENSMUST00000114268_60828995_up1kb
chr6_60828000_60829000	chr6	Snca_ENSMUST00000114268_60828995_tss;Snca_ENSMUST00000163779_60829854_up1kb
chr6_60829000_60830000	chr6	Snca_ENSMUST00000163779_60829854_tss;Snca_ENSMUST00000114268_60828995_down1kb
chr6_60830000_60831000	chr6	Snca_ENSMUST00000163779_60829854_down1kb
chr6_60923000_60924000	chr6	Mmrn1_ENSMUST00000145763_60924975_up1kb
chr6_60924000_60925000	chr6	Mmrn1_ENSMUST00000145763_60924975_tss
chr6_60925000_60926000	chr6	Mmrn1_ENSMUST00000145763_60924975_down1kb
chr6_60943000_60944000	chr6	Mmrn1_ENSMUST00000129603_60944475_up1kb
chr6_60944000_60945000	chr6	Mmrn1_ENSMUST00000129603_60944475_tss
chr6_60945000_60946000	chr6	Mmrn1_ENSMUST00000129603_60944475_down1kb
chr6_61179000_61180000	chr6	Ccser1_ENSMUST00000126214_61180323_up1kb;Ccser1_ENSMUST00000131989_61180537_up1kb;Ccser1_ENSMUST00000133478_61180536_up1kb;A730020E08Rik_ENSMUST00000180421_61180269_up1kb;A730020E08Rik_ENSMUST00000181288_61180809_up1kb
chr6_61180000_61181000	chr6	Ccser1_ENSMUST00000126214_61180323_tss;Ccser1_ENSMUST00000131989_61180537_tss;Ccser1_ENSMUST00000133478_61180536_tss;A730020E08Rik_ENSMUST00000180421_61180269_tss;A730020E08Rik_ENSMUST00000181288_61180809_tss
chr6_61181000_61182000	chr6	Ccser1_ENSMUST00000126214_61180323_down1kb;Ccser1_ENSMUST00000131989_61180537_down1kb;Ccser1_ENSMUST00000133478_61180536_down1kb;A730020E08Rik_ENSMUST00000180421_61180269_down1kb;A730020E08Rik_ENSMUST00000181288_61180809_down1kb
chr6_61309000_61310000	chr6	Ccser1_ENSMUST00000045522_61310854_up1kb
chr6_61310000_61311000	chr6	Ccser1_ENSMUST00000045522_61310854_tss
chr6_61311000_61312000	chr6	Ccser1_ENSMUST00000045522_61310854_down1kb
chr6_61312000_61313000	chr6	Ccser1_ENSMUST00000147576_61313800_up1kb
chr6_61313000_61314000	chr6	Ccser1_ENSMUST00000147576_61313800_tss
chr6_61314000_61315000	chr6	Ccser1_ENSMUST00000147576_61313800_down1kb
chr6_61372000_61373000	chr6	Ccser1_ENSMUST00000067307_61373996_up1kb
chr6_61373000_61374000	chr6	Ccser1_ENSMUST00000067307_61373996_tss;Ccser1_ENSMUST00000145554_61374004_up1kb
chr6_61374000_61375000	chr6	Ccser1_ENSMUST00000145554_61374004_tss;Ccser1_ENSMUST00000067307_61373996_down1kb
chr6_61375000_61376000	chr6	Ccser1_ENSMUST00000145554_61374004_down1kb
chr6_61569000_61570000	chr6	Ccser1_ENSMUST00000134710_61570669_up1kb
chr6_61570000_61571000	chr6	Ccser1_ENSMUST00000134710_61570669_tss
chr6_61571000_61572000	chr6	Ccser1_ENSMUST00000134710_61570669_down1kb
chr6_6180000_6181000	chr6	Slc25a13_ENSMUST00000179756_6181068_up1kb
chr6_6181000_6182000	chr6	Slc25a13_ENSMUST00000179756_6181068_tss
chr6_6182000_6183000	chr6	Slc25a13_ENSMUST00000179756_6181068_down1kb
chr6_6190000_6191000	chr6	Slc25a13_ENSMUST00000169197_6191316_up1kb;Slc25a13_ENSMUST00000177698_6191316_up1kb;Slc25a13_ENSMUST00000177805_6191316_up1kb
chr6_6191000_6192000	chr6	Slc25a13_ENSMUST00000169197_6191316_tss;Slc25a13_ENSMUST00000177698_6191316_tss;Slc25a13_ENSMUST00000177805_6191316_tss
chr6_6192000_6193000	chr6	Slc25a13_ENSMUST00000169197_6191316_down1kb;Slc25a13_ENSMUST00000177698_6191316_down1kb;Slc25a13_ENSMUST00000177805_6191316_down1kb
chr6_6216000_6217000	chr6	Slc25a13_ENSMUST00000015256_6217117_up1kb
chr6_6217000_6218000	chr6	Slc25a13_ENSMUST00000015256_6217117_tss
chr6_6218000_6219000	chr6	Slc25a13_ENSMUST00000015256_6217117_down1kb
chr6_6247000_6248000	chr6	Gm20619_ENSMUST00000175814_6248689_up1kb;Gm20619_ENSMUST00000176283_6248686_up1kb;Gm20619_ENSMUST00000181192_6248717_up1kb;Gm20619_ENSMUST00000181633_6248658_up1kb
chr6_6248000_6249000	chr6	Gm20619_ENSMUST00000175814_6248689_tss;Gm20619_ENSMUST00000176283_6248686_tss;Gm20619_ENSMUST00000181192_6248717_tss;Gm20619_ENSMUST00000181633_6248658_tss
chr6_6249000_6250000	chr6	Gm20619_ENSMUST00000175814_6248689_down1kb;Gm20619_ENSMUST00000176283_6248686_down1kb;Gm20619_ENSMUST00000181192_6248717_down1kb;Gm20619_ENSMUST00000181633_6248658_down1kb
chr6_6298000_6299000	chr6	Gm20619_ENSMUST00000181343_6299420_up1kb
chr6_6299000_6300000	chr6	Gm20619_ENSMUST00000181343_6299420_tss
chr6_6300000_6301000	chr6	Gm20619_ENSMUST00000181343_6299420_down1kb
chr6_63199000_63200000	chr6	Gm22212_ENSMUST00000158096_63200145_up1kb
chr6_63200000_63201000	chr6	Gm22212_ENSMUST00000158096_63200145_tss
chr6_63201000_63202000	chr6	Gm22212_ENSMUST00000158096_63200145_down1kb
chr6_63254000_63255000	chr6	Grid2_ENSMUST00000159319_63255875_up1kb
chr6_63255000_63256000	chr6	Grid2_ENSMUST00000159319_63255875_tss;Grid2_ENSMUST00000095852_63256026_up1kb;Grid2_ENSMUST00000159561_63256005_up1kb;Grid2_ENSMUST00000160408_63256194_up1kb;Grid2_ENSMUST00000161105_63256825_up1kb
chr6_63256000_63257000	chr6	Grid2_ENSMUST00000095852_63256026_tss;Grid2_ENSMUST00000159561_63256005_tss;Grid2_ENSMUST00000160408_63256194_tss;Grid2_ENSMUST00000161105_63256825_tss;Grid2_ENSMUST00000159319_63255875_down1kb
chr6_63257000_63258000	chr6	Grid2_ENSMUST00000095852_63256026_down1kb;Grid2_ENSMUST00000159561_63256005_down1kb;Grid2_ENSMUST00000160408_63256194_down1kb;Grid2_ENSMUST00000161105_63256825_down1kb
chr6_6328000_6329000	chr6	Gm8649_ENSMUST00000181799_6329993_up1kb
chr6_6329000_6330000	chr6	Gm8649_ENSMUST00000181799_6329993_tss;Gm27018_ENSMUST00000181136_6330221_up1kb
chr6_6330000_6331000	chr6	Gm27018_ENSMUST00000181136_6330221_tss;Gm8649_ENSMUST00000181799_6329993_down1kb
chr6_6331000_6332000	chr6	Gm27018_ENSMUST00000181136_6330221_down1kb
chr6_6351000_6352000	chr6	Gm8652_ENSMUST00000181363_6352266_up1kb
chr6_6352000_6353000	chr6	Gm8652_ENSMUST00000181363_6352266_tss
chr6_6353000_6354000	chr6	Gm8652_ENSMUST00000181363_6352266_down1kb
chr6_64075000_64076000	chr6	Grid2_ENSMUST00000162968_64076791_up1kb
chr6_64076000_64077000	chr6	Grid2_ENSMUST00000162968_64076791_tss
chr6_64077000_64078000	chr6	Grid2_ENSMUST00000162968_64076791_down1kb
chr6_64412000_64413000	chr6	Gm25205_ENSMUST00000082841_64413647_up1kb
chr6_64413000_64414000	chr6	Gm25205_ENSMUST00000082841_64413647_tss
chr6_64414000_64415000	chr6	Gm25205_ENSMUST00000082841_64413647_down1kb
chr6_64728000_64729000	chr6	Atoh1_ENSMUST00000101351_64729145_up1kb
chr6_64729000_64730000	chr6	Atoh1_ENSMUST00000101351_64729145_tss
chr6_64730000_64731000	chr6	Atoh1_ENSMUST00000101351_64729145_down1kb
chr6_6482000_6483000	chr6	Gm20685_ENSMUST00000176654_6483021_up1kb
chr6_6483000_6484000	chr6	Gm20685_ENSMUST00000176654_6483021_tss;Gm20617_ENSMUST00000177082_6484486_up1kb;Gm20617_ENSMUST00000177332_6484320_up1kb
chr6_6484000_6485000	chr6	Gm20617_ENSMUST00000177082_6484486_tss;Gm20617_ENSMUST00000177332_6484320_tss;Gm20685_ENSMUST00000176654_6483021_down1kb
chr6_6485000_6486000	chr6	Gm20617_ENSMUST00000177082_6484486_down1kb;Gm20617_ENSMUST00000177332_6484320_down1kb
chr6_64989000_64990000	chr6	Gm15534_ENSMUST00000137642_64990954_up1kb
chr6_64990000_64991000	chr6	Gm15534_ENSMUST00000137642_64990954_tss
chr6_64991000_64992000	chr6	Gm15534_ENSMUST00000137642_64990954_down1kb
chr6_65041000_65042000	chr6	Smarcad1_ENSMUST00000031984_65042666_up1kb
chr6_65042000_65043000	chr6	Smarcad1_ENSMUST00000031984_65042666_tss
chr6_65043000_65044000	chr6	Smarcad1_ENSMUST00000031984_65042666_down1kb
chr6_65127000_65128000	chr6	Gm17147_ENSMUST00000164176_65128570_up1kb
chr6_65128000_65129000	chr6	Gm17147_ENSMUST00000164176_65128570_tss
chr6_65129000_65130000	chr6	Gm17147_ENSMUST00000164176_65128570_down1kb
chr6_65137000_65138000	chr6	Hpgds_ENSMUST00000170252_65138270_up1kb
chr6_65138000_65139000	chr6	Hpgds_ENSMUST00000170252_65138270_tss
chr6_65139000_65140000	chr6	Hpgds_ENSMUST00000170252_65138270_down1kb
chr6_65143000_65144000	chr6	Hpgds_ENSMUST00000031982_65144907_up1kb
chr6_65144000_65145000	chr6	Hpgds_ENSMUST00000031982_65144907_tss
chr6_65145000_65146000	chr6	Hpgds_ENSMUST00000031982_65144907_down1kb
chr6_65380000_65381000	chr6	C130060K24Rik_ENSMUST00000133352_65381104_up1kb;C130060K24Rik_ENSMUST00000170608_65381293_up1kb
chr6_65381000_65382000	chr6	C130060K24Rik_ENSMUST00000133352_65381104_tss;C130060K24Rik_ENSMUST00000170608_65381293_tss
chr6_65382000_65383000	chr6	C130060K24Rik_ENSMUST00000133352_65381104_down1kb;C130060K24Rik_ENSMUST00000170608_65381293_down1kb
chr6_65440000_65441000	chr6	C130060K24Rik_ENSMUST00000136016_65441303_up1kb
chr6_65441000_65442000	chr6	C130060K24Rik_ENSMUST00000136016_65441303_tss
chr6_65442000_65443000	chr6	C130060K24Rik_ENSMUST00000136016_65441303_down1kb
chr6_65589000_65590000	chr6	Tnip3_ENSMUST00000114236_65590397_up1kb;Tnip3_ENSMUST00000131482_65590427_up1kb
chr6_65590000_65591000	chr6	Tnip3_ENSMUST00000114236_65590397_tss;Tnip3_ENSMUST00000131482_65590427_tss
chr6_65591000_65592000	chr6	Tnip3_ENSMUST00000114236_65590397_down1kb;Tnip3_ENSMUST00000131482_65590427_down1kb
chr6_65670000_65671000	chr6	Ndnf_ENSMUST00000054351_65671589_up1kb
chr6_65671000_65672000	chr6	Ndnf_ENSMUST00000054351_65671589_tss
chr6_65672000_65673000	chr6	Ndnf_ENSMUST00000054351_65671589_down1kb
chr6_65700000_65701000	chr6	Ndnf_ENSMUST00000169795_65701429_up1kb
chr6_65701000_65702000	chr6	Ndnf_ENSMUST00000169795_65701429_tss
chr6_65702000_65703000	chr6	Ndnf_ENSMUST00000169795_65701429_down1kb
chr6_65756000_65757000	chr6	Gm15490_ENSMUST00000119894_65757935_up1kb
chr6_65757000_65758000	chr6	Gm15490_ENSMUST00000119894_65757935_tss
chr6_65758000_65759000	chr6	Gm15490_ENSMUST00000119894_65757935_down1kb
chr6_6577000_6578000	chr6	Shfm1_ENSMUST00000041111_6578657_up1kb
chr6_65777000_65778000	chr6	Prdm5_ENSMUST00000031976_65778987_up1kb
chr6_65778000_65779000	chr6	Prdm5_ENSMUST00000031976_65778987_tss;Prdm5_ENSMUST00000031973_65779024_up1kb;Prdm5_ENSMUST00000081219_65779021_up1kb;Gm16838_ENSMUST00000144594_65779248_up1kb;Prdm5_ENSMUST00000172638_65779100_up1kb;Prdm5_ENSMUST00000173538_65779021_up1kb
chr6_65779000_65780000	chr6	Prdm5_ENSMUST00000031973_65779024_tss;Prdm5_ENSMUST00000081219_65779021_tss;Gm16838_ENSMUST00000144594_65779248_tss;Prdm5_ENSMUST00000172638_65779100_tss;Prdm5_ENSMUST00000173538_65779021_tss;Prdm5_ENSMUST00000031976_65778987_down1kb
chr6_6578000_6579000	chr6	Shfm1_ENSMUST00000041111_6578657_tss
chr6_65780000_65781000	chr6	Prdm5_ENSMUST00000031973_65779024_down1kb;Prdm5_ENSMUST00000081219_65779021_down1kb;Gm16838_ENSMUST00000144594_65779248_down1kb;Prdm5_ENSMUST00000172638_65779100_down1kb;Prdm5_ENSMUST00000173538_65779021_down1kb
chr6_6579000_6580000	chr6	Shfm1_ENSMUST00000041111_6578657_down1kb
chr6_65863000_65864000	chr6	Gm23543_ENSMUST00000158207_65864275_up1kb
chr6_65864000_65865000	chr6	Gm23543_ENSMUST00000158207_65864275_tss
chr6_65865000_65866000	chr6	Gm23543_ENSMUST00000158207_65864275_down1kb
chr6_65881000_65882000	chr6	Gm20445_ENSMUST00000061905_65882778_up1kb
chr6_65882000_65883000	chr6	Gm20445_ENSMUST00000061905_65882778_tss
chr6_65883000_65884000	chr6	Gm20445_ENSMUST00000061905_65882778_down1kb
chr6_65951000_65952000	chr6	4930544G11Rik_ENSMUST00000043382_65952570_up1kb
chr6_65952000_65953000	chr6	4930544G11Rik_ENSMUST00000043382_65952570_tss
chr6_65953000_65954000	chr6	4930544G11Rik_ENSMUST00000043382_65952570_down1kb
chr6_65988000_65989000	chr6	Gm23625_ENSMUST00000082457_65989738_up1kb
chr6_65989000_65990000	chr6	Gm23625_ENSMUST00000082457_65989738_tss
chr6_65990000_65991000	chr6	Gm23625_ENSMUST00000082457_65989738_down1kb
chr6_6646000_6647000	chr6	Gm18006_ENSMUST00000177411_6647277_up1kb
chr6_6647000_6648000	chr6	Gm18006_ENSMUST00000177411_6647277_tss
chr6_6648000_6649000	chr6	Gm18006_ENSMUST00000177411_6647277_down1kb
chr6_66534000_66535000	chr6	Mad2l1_ENSMUST00000101343_66535467_up1kb;Mad2l1_ENSMUST00000116605_66535389_up1kb;Mad2l1_ENSMUST00000125430_66535424_up1kb;Mad2l1_ENSMUST00000135411_66535677_up1kb
chr6_66535000_66536000	chr6	Mad2l1_ENSMUST00000101343_66535467_tss;Mad2l1_ENSMUST00000116605_66535389_tss;Mad2l1_ENSMUST00000125430_66535424_tss;Mad2l1_ENSMUST00000135411_66535677_tss
chr6_66536000_66537000	chr6	Mad2l1_ENSMUST00000101343_66535467_down1kb;Mad2l1_ENSMUST00000116605_66535389_down1kb;Mad2l1_ENSMUST00000125430_66535424_down1kb;Mad2l1_ENSMUST00000135411_66535677_down1kb
chr6_66558000_66559000	chr6	Vmn1r32_ENSMUST00000079584_66559707_up1kb
chr6_66559000_66560000	chr6	Vmn1r32_ENSMUST00000079584_66559707_tss
chr6_66560000_66561000	chr6	Vmn1r32_ENSMUST00000079584_66559707_down1kb
chr6_66611000_66612000	chr6	Vmn1r33_ENSMUST00000079678_66612616_up1kb
chr6_66612000_66613000	chr6	Vmn1r33_ENSMUST00000079678_66612616_tss
chr6_66613000_66614000	chr6	Vmn1r33_ENSMUST00000079678_66612616_down1kb
chr6_66615000_66616000	chr6	Vmn1r33_ENSMUST00000175988_66616061_up1kb
chr6_66616000_66617000	chr6	Vmn1r33_ENSMUST00000175988_66616061_tss
chr6_66617000_66618000	chr6	Vmn1r33_ENSMUST00000175988_66616061_down1kb
chr6_66636000_66637000	chr6	Vmn1r34_ENSMUST00000074381_66637751_up1kb
chr6_66637000_66638000	chr6	Vmn1r34_ENSMUST00000074381_66637751_tss
chr6_66638000_66639000	chr6	Vmn1r34_ENSMUST00000074381_66637751_down1kb
chr6_66678000_66679000	chr6	Vmn1r35_ENSMUST00000071414_66679683_up1kb
chr6_66679000_66680000	chr6	Vmn1r35_ENSMUST00000071414_66679683_tss
chr6_66680000_66681000	chr6	Vmn1r35_ENSMUST00000071414_66679683_down1kb
chr6_66715000_66716000	chr6	Vmn1r36_ENSMUST00000177072_66716929_up1kb
chr6_66716000_66717000	chr6	Vmn1r36_ENSMUST00000177072_66716929_tss
chr6_66717000_66718000	chr6	Vmn1r36_ENSMUST00000177072_66716929_down1kb
chr6_66730000_66731000	chr6	Vmn1r37_ENSMUST00000077482_66731391_up1kb
chr6_66731000_66732000	chr6	Vmn1r37_ENSMUST00000077482_66731391_tss
chr6_66732000_66733000	chr6	Vmn1r37_ENSMUST00000077482_66731391_down1kb
chr6_66753000_66754000	chr6	Vmn1r-ps24_ENSMUST00000175772_66754278_up1kb
chr6_66754000_66755000	chr6	Vmn1r-ps24_ENSMUST00000175772_66754278_tss
chr6_66755000_66756000	chr6	Vmn1r-ps24_ENSMUST00000175772_66754278_down1kb
chr6_66776000_66777000	chr6	Vmn1r38_ENSMUST00000176121_66777178_up1kb
chr6_66777000_66778000	chr6	Vmn1r38_ENSMUST00000176121_66777178_tss
chr6_66778000_66779000	chr6	Vmn1r38_ENSMUST00000176121_66777178_down1kb
chr6_66804000_66805000	chr6	Vmn1r39_ENSMUST00000089918_66805442_up1kb
chr6_66805000_66806000	chr6	Vmn1r39_ENSMUST00000089918_66805442_tss
chr6_66806000_66807000	chr6	Vmn1r39_ENSMUST00000089918_66805442_down1kb
chr6_6683000_6684000	chr6	Gm20618_ENSMUST00000177482_6684805_up1kb
chr6_6684000_6685000	chr6	Gm20618_ENSMUST00000177482_6684805_tss
chr6_6685000_6686000	chr6	Gm20618_ENSMUST00000177482_6684805_down1kb
chr6_66895000_66896000	chr6	Gng12_ENSMUST00000043148_66896396_up1kb;4930597O21Rik_ENSMUST00000065878_66896520_up1kb;Gng12_ENSMUST00000114222_66896548_up1kb;Gng12_ENSMUST00000114224_66896455_up1kb;Gng12_ENSMUST00000114225_66896439_up1kb;Gng12_ENSMUST00000114226_66896433_up1kb;Gng12_ENSMUST00000114227_66896430_up1kb;Gng12_ENSMUST00000114228_66896422_up1kb
chr6_66896000_66897000	chr6	Gng12_ENSMUST00000043148_66896396_tss;4930597O21Rik_ENSMUST00000065878_66896520_tss;Gng12_ENSMUST00000114222_66896548_tss;Gng12_ENSMUST00000114224_66896455_tss;Gng12_ENSMUST00000114225_66896439_tss;Gng12_ENSMUST00000114226_66896433_tss;Gng12_ENSMUST00000114227_66896430_tss;Gng12_ENSMUST00000114228_66896422_tss
chr6_66897000_66898000	chr6	Gng12_ENSMUST00000043148_66896396_down1kb;4930597O21Rik_ENSMUST00000065878_66896520_down1kb;Gng12_ENSMUST00000114222_66896548_down1kb;Gng12_ENSMUST00000114224_66896455_down1kb;Gng12_ENSMUST00000114225_66896439_down1kb;Gng12_ENSMUST00000114226_66896433_down1kb;Gng12_ENSMUST00000114227_66896430_down1kb;Gng12_ENSMUST00000114228_66896422_down1kb
chr6_6690000_6691000	chr6	Gm20618_ENSMUST00000177161_6691520_up1kb
chr6_6691000_6692000	chr6	Gm20618_ENSMUST00000177161_6691520_tss
chr6_6692000_6693000	chr6	Gm20618_ENSMUST00000177161_6691520_down1kb
chr6_67011000_67012000	chr6	Gm15644_ENSMUST00000121764_67012484_up1kb
chr6_67012000_67013000	chr6	Gm15644_ENSMUST00000121764_67012484_tss
chr6_67013000_67014000	chr6	Gm15644_ENSMUST00000121764_67012484_down1kb
chr6_67026000_67027000	chr6	Gm25260_ENSMUST00000083053_67027042_up1kb
chr6_67027000_67028000	chr6	Gm25260_ENSMUST00000083053_67027042_tss
chr6_67028000_67029000	chr6	Gm25260_ENSMUST00000083053_67027042_down1kb
chr6_67035000_67036000	chr6	E230016M11Rik_ENSMUST00000130657_67036598_up1kb;E230016M11Rik_ENSMUST00000147548_67036604_up1kb;E230016M11Rik_ENSMUST00000149889_67036654_up1kb
chr6_67036000_67037000	chr6	E230016M11Rik_ENSMUST00000130657_67036598_tss;E230016M11Rik_ENSMUST00000147548_67036604_tss;E230016M11Rik_ENSMUST00000149889_67036654_tss;Gadd45a_ENSMUST00000043098_67037405_up1kb;Gadd45a_ENSMUST00000126194_67037376_up1kb;Gadd45a_ENSMUST00000128617_67037185_up1kb;Gadd45a_ENSMUST00000151958_67037200_up1kb;Gadd45a_ENSMUST00000155041_67037456_up1kb
chr6_67037000_67038000	chr6	Gadd45a_ENSMUST00000043098_67037405_tss;Gadd45a_ENSMUST00000126194_67037376_tss;Gadd45a_ENSMUST00000128617_67037185_tss;Gadd45a_ENSMUST00000151958_67037200_tss;Gadd45a_ENSMUST00000155041_67037456_tss;E230016M11Rik_ENSMUST00000130657_67036598_down1kb;E230016M11Rik_ENSMUST00000147548_67036604_down1kb;E230016M11Rik_ENSMUST00000149889_67036654_down1kb
chr6_67038000_67039000	chr6	Gadd45a_ENSMUST00000043098_67037405_down1kb;Gadd45a_ENSMUST00000126194_67037376_down1kb;Gadd45a_ENSMUST00000128617_67037185_down1kb;Gadd45a_ENSMUST00000151958_67037200_down1kb;Gadd45a_ENSMUST00000155041_67037456_down1kb
chr6_67114000_67115000	chr6	A430010J10Rik_ENSMUST00000181304_67115672_up1kb
chr6_67115000_67116000	chr6	A430010J10Rik_ENSMUST00000181304_67115672_tss
